,text,favourite_count,retweet_count,created_at
578,"Patches has returned #ps4 #playstation #gaming #EldenRing #Elden #Ring #DarkSouls #Soulslike #actionrpg #F #PS4share
https://t.co/kACl5159u1",0,0,2022-03-09 22:26:13
579,"RT @Axiom_G: Crucible Armor &amp; Ordovis's Greatsword

https://t.co/FApDVMpk2u

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStati…",0,0,2022-03-09 21:55:48
580,"Crucible Armor &amp; Ordovis's Greatsword

https://t.co/FApDVMpk2u

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/fqQyUx5Rh9",2,2,2022-03-09 21:53:35
581,Elden Ring ‘Deathcam’ Glitch Is Straight Out Of Dark Souls https://t.co/UgnzDmFHPr #glitch #elden #eldenring #souls… https://t.co/Jvod0TlyNS,0,0,2022-03-09 21:40:32
582,"Limgrave Mines #ps4 #playstation #gaming #EldenRing #Elden #Ring #DarkSouls #Soulslike #actionrpg #Sword #PS4share
https://t.co/IhpQWrqSHt",0,0,2022-03-09 21:30:58
583,"RT @Axiom_G: Crucible Knight Ordovis Boss Fight in Elden Ring!

https://t.co/6UzmmRNYxt

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS…",0,0,2022-03-09 21:16:42
584,"Crucible Knight Ordovis Boss Fight in Elden Ring!

https://t.co/6UzmmRNYxt

#EldenRing #エルデンリング #Elden #Ring… https://t.co/lprf2t3Q11",0,1,2022-03-09 21:16:31
585,"RT @skytoonmiibo: Hey everybody! 

I’m live RIGHT NOW on #Twitch! 

CLICK THE LINK: https://t.co/YZfUJ8tiy6

Tags: #ELDENRING  #EldenRingNi…",0,0,2022-03-09 21:14:36
586,"Hey everybody! 

I’m live RIGHT NOW on #Twitch! 

CLICK THE LINK: https://t.co/YZfUJ8tiy6

Tags: #ELDENRING … https://t.co/jRFnM5dULf",2,1,2022-03-09 21:11:29
587,"https://t.co/PZfxCwcBd6

PVP ELDEN RING
FOLLOW/SUB
SIGA/INSCREVA-SE

#eldenring #pvp #eldenringpvp #eldenringparry… https://t.co/TeB7lsCfxt",1,0,2022-03-09 21:00:02
588,"New elden ring video is up 🙂 
#ELDENRING #YouTube #Youtubers #gaming #elden 

YouTube : https://t.co/dl1vzLlusy https://t.co/fXaEdXdRhp",1,0,2022-03-09 20:45:55
589,"Black Flame Ritual Spell Location

https://t.co/nVAey6yvj4

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/xWWOKfRtY4",0,0,2022-03-09 20:29:26
590,"Godskin Apostle, Godskin Noble &amp; Spirit-Caller Snail Boss Fight in Elden Ring!

https://t.co/zbUZprS3ui

#EldenRing… https://t.co/sJuhvy2oeP",0,0,2022-03-09 20:17:35
591,"Stream starting now, come hang out! Playing #Elden Ring https://t.co/BH5l448pOG",0,0,2022-03-09 20:05:10
592,"RT @Axiom_G: Lichdragon Fortissax Boss Fight in Elden Ring!

https://t.co/SQ4CJ1cT8E

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #…",0,0,2022-03-09 20:00:02
593,"Lichdragon Fortissax Boss Fight in Elden Ring!

https://t.co/SQ4CJ1cT8E

#EldenRing #エルデンリング #Elden #Ring… https://t.co/SVxeXIh3Zp",1,2,2022-03-09 19:59:56
594,"Ending the game TODAY!  Lvl 130+
https://t.co/Ng5FAaJs4v #EldenRing #ELDENRING_SONYSTORE #elden #gaming #streamers… https://t.co/tyfklcDaNj",0,0,2022-03-09 19:52:19
595,"RT @Th_ug_: #124 #ELDEN RING
Elden Ring ( #PLATINUM ) #PS5
#PlayStationTrophy #PS5Share, #ELDENRING #trophy #hunter #trophyhunter  #Th_ug_…",0,0,2022-03-09 19:12:01
596,RT @JakeDarkfang36: Check out my broadcast from my PlayStation 4! #PS4live #ELDEN RING™ #SmallStreamer #SupportSmallStreamers live at https…,0,0,2022-03-09 18:56:59
597,Check out my broadcast from my PlayStation 4! #PS4live #ELDEN RING™ #SmallStreamer #SupportSmallStreamers live at https://t.co/CmRM4VF4FP,4,1,2022-03-09 18:56:39
598,"🔴LIVE🔴

I'm now streaming on Twitch! Playing #Elden Ring https://t.co/Qwu8IXJAh5",0,0,2022-03-09 18:41:22
599,"#124 #ELDEN RING
Elden Ring ( #PLATINUM ) #PS5
#PlayStationTrophy #PS5Share, #ELDENRING #trophy #hunter… https://t.co/ESiLAy8BQd",1,0,2022-03-09 18:05:21
600,"#124 #ELDEN RING
Elden Ring ( #PLATINUM ) #PS5
#PlayStationTrophy #PS5Share, #ELDENRING #trophy #hunter… https://t.co/NZFbFaNkBJ",3,1,2022-03-09 18:05:17
601,She killed Godrick. She is The Lord of All That's Golden now #PS4share #Elden Ring https://t.co/ta40B1Y4QN,1,0,2022-03-09 17:43:55
602,"RT @Rose01311265: Been ""busy"" playing Elden Ring. But here's my drawing of the Valkyrie. 

#eldenring #elden #ring #darksouls #fanart #art…",0,0,2022-03-09 17:23:03
603,#Trending headline… '#Elden #Ring''s director feels anxious about #everygame launch https://t.co/HLxVEpzOFM,0,0,2022-03-09 16:59:22
604,Not sure who’s worse #eldenring #elden #twitchstreamer https://t.co/yCOLDgx7Sf,2,0,2022-03-09 16:31:50
605,"#Twitchで配信を開始しました！！
I'm now streaming on Twitch! Playing #Elden Ring https://t.co/OEbJmLzGsR March 10, 2022 at 12:48AM",0,0,2022-03-09 16:12:15
606,"Oh yeah , I'm on it like a car bonnet #Elden Ring  #PS4share https://t.co/Gnq1pq25Li",1,0,2022-03-09 15:55:18
607,"RT @ConGames007: Instadeath!! Elden Ring is as beautiful as it is dangerous 🙂 ❤️it! https://t.co/ldkqQXbv4M

#ELDENRING #ELDEN_RING #ELDEN…",0,0,2022-03-09 15:53:30
608,"RT @ConGames007: Instadeath!! Elden Ring is as beautiful as it is dangerous 🙂 ❤️it! https://t.co/ldkqQXbv4M

#ELDENRING #ELDEN_RING #ELDEN…",0,0,2022-03-09 15:53:24
609,RT @ConGames007: You know it's a great game when you can't wait to jump back in again ⚔️ ❤️ #ELDENRING #elden #gaming #FromSoftware #fromso…,0,0,2022-03-09 15:53:02
610,"RT @NaumMw: MOST OVERPOWERED Strength Late game build (Level 120)
https://t.co/aAqXt8ebJs #EldenRing #ELDENRING_SONYSTORE #elden #gaming #s…",0,0,2022-03-09 15:50:22
611,"MOST OVERPOWERED Strength Late game build (Level 120)
https://t.co/aAqXt8ebJs #EldenRing #ELDENRING_SONYSTORE… https://t.co/z8vbd4YPWH",0,1,2022-03-09 15:49:26
612,"RT @OpheliaMortem: Need a chill morning streamer to check out while listening to sick music? 

#elden @Arrgron https://t.co/4bnYS82g45

Tel…",0,0,2022-03-09 13:24:56
613,"Need a chill morning streamer to check out while listening to sick music? 

#elden @Arrgron https://t.co/4bnYS82g45… https://t.co/U549Z1o1pN",4,1,2022-03-09 13:24:34
614,RT @zhang_jock: Elden Ring：Best Game Of The Elden Ring 1 https://t.co/GsCjRrirRd 來自 @YouTube #ELDEN_RING  #discord #elden,0,0,2022-03-09 13:07:59
615,Elden Ring：Best Game Of The Elden Ring 1 https://t.co/GsCjRrirRd 來自 @YouTube #ELDEN_RING  #discord #elden,1,1,2022-03-09 13:07:47
616,I always seem to finish a boss with no flasks and minimal HP. #eldenring #elden #twitchstreamer https://t.co/OsOBxCv9vA,2,0,2022-03-09 11:51:09
617,"Elden Ring Xbox backward compatibility tested - https://t.co/UFeW4Stoma
#compatibility #Elden #Ring #Tested #xbox… https://t.co/xu4KKOh5QC",0,0,2022-03-09 11:00:20
618,"🩸 Hadoken - Elden Ring's Experience ✨
#Elden #Ring https://t.co/xx7R1Po4KK",0,0,2022-03-09 09:48:43
619,"🩸 Hadoken - Elden Ring's Experience ✨
#Elden #Ring https://t.co/j5VUenEyNj",0,0,2022-03-09 09:48:21
620,"🩸 Hadoken - Elden Ring's Experience ✨
#Elden #Ring https://t.co/8P8eo2rS6k",0,0,2022-03-09 09:48:05
621,Praise the level! Praise the Elden Ring!!! #Elden Ring https://t.co/ABHDVwTTsX,1,0,2022-03-09 08:44:23
622,"🔴LIVE🔴

I'm now streaming on Twitch! Playing #Elden Ring https://t.co/7JirLfkCbp",1,0,2022-03-09 07:41:08
623,My first dark souls game! #ELDEN RING live at https://t.co/5h5TwHAGFt,0,0,2022-03-09 05:40:27
624,Exploring the massive map lol #ELDENRING #ELDEN_RING #elden https://t.co/25zgUj3V42,0,0,2022-03-09 05:00:56
625,"Hoy en: Es #Elden Ring, no Shadow of the Colossus HDLV #PCGaming 

SPOILER de jefe del casi endgame. https://t.co/Ebs1HtLdDG",0,0,2022-03-09 04:57:15
626,RT @yomi_adeniyi: subscribe #livestream from my #PlayStation4 #PS4live #ELDEN RING™ #gamer #rtstreamer #smallstreamer #twitch  live at http…,0,0,2022-03-09 04:32:42
627,RT @yomi_adeniyi: subscribe #livestream from my #PlayStation4 #PS4live #ELDEN RING™ #gamer #rtstreamer #smallstreamer #twitch  live at http…,0,0,2022-03-09 04:32:38
628,RT @yomi_adeniyi: subscribe #livestream from my #PlayStation4 #PS4live #ELDEN RING™ #gamer #rtstreamer #smallstreamer #twitch  live at http…,0,0,2022-03-09 04:32:20
629,Who wants to help  #Elden Ring,0,0,2022-03-09 04:14:25
630,RT @yomi_adeniyi: Check out my #livestream on #twitch #PlayStation4 #PS4live #ELDEN RING™ #smallstreamer #SmallStreamerR live at https://t.…,0,0,2022-03-09 04:11:30
631,RT @yomi_adeniyi: Check out my #livestream on #twitch #PlayStation4 #PS4live #ELDEN RING™ #smallstreamer #SmallStreamerR live at https://t.…,0,0,2022-03-09 04:11:22
632,RT @yomi_adeniyi: Check out my #livestream on #twitch #PlayStation4 #PS4live #ELDEN RING™ #smallstreamer #SmallStreamerR live at https://t.…,0,0,2022-03-09 04:11:20
633,Soooooo addictive I can’t stop playing it been playing since release 🤪🤪🤪🤪❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥 #bestgame… https://t.co/tCrkwHZvJA,1,0,2022-03-09 03:32:01
634,"Does anyone want runes :)
Message me on discord Jayy#1519
#ElderRing #eldenring #elden",0,0,2022-03-09 03:27:04
635,PS5 Elden Ring's 60fps back-compat hack doesn't work on Xbox Series X #after #Elden #PlayStation #revelation #Xbox… https://t.co/lPjVL0afcd,0,0,2022-03-09 03:12:51
636,"RT @brahimelyemlahi: #torylanez 
#Texas
#Elden Ring
#sweepstakes
#PokiCar 
Get a Fridge and a Year of CocaCola Consumption - Classified Ad…",0,0,2022-03-09 03:06:20
637,Stream #43 : Pushing for endgame hello #eldenring  #elden #ring #elden_ring #trending #viral #twitch #youtube  https://t.co/A2xwGnQQxH,0,0,2022-03-09 02:49:40
638,"RT @Axiom_G: Hammer Weapon Location

https://t.co/qbIIX3Bvke

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #Steam #Xbox…",0,0,2022-03-09 02:05:11
639,ka me ha me HA！#Elden ring https://t.co/5BKZ9Bw2XM,0,0,2022-03-09 02:04:03
640,"RT @Axiom_G: Coded Sword Weapon Location

https://t.co/JQHEKxz7EC

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #Steam…",0,0,2022-03-09 02:03:04
641,"RT @Axiom_G: Hammer Weapon Location

https://t.co/qbIIX3Bvke

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #Steam #Xbox…",0,0,2022-03-09 02:03:01
642,"Hammer Weapon Location

https://t.co/qbIIX3Bvke

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation… https://t.co/gFduIauEwJ",1,2,2022-03-09 02:02:16
643,"Coded Sword Weapon Location

https://t.co/JQHEKxz7EC

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/0oaAB4W9mf",3,1,2022-03-09 01:57:34
644,"The Grave Warden Duelist Boss Fight in Elden Ring!

https://t.co/EcB7a18XOH

#EldenRing #エルデンリング #Elden #Ring… https://t.co/4xfgz9BWSb",1,0,2022-03-09 01:47:46
645,Lets fucking go #ELDENRING #elden https://t.co/MvnCXPXwZH,1,0,2022-03-09 01:42:35
646,Impromptu #ELDEN RING™ Battle! BaldBeard versus Mage and Mob! https://t.co/5O4pIxnQN0 via @YouTube #PS4share 😎✊,0,0,2022-03-09 01:37:38
647,"RT @Axiom_G: Fire Prelate Armor &amp; Prelate's Inferno Crozier (Smough)

https://t.co/d4BzSJcQCp

#EldenRing #エルデンリング #Elden #Ring #PlayStatio…",0,0,2022-03-09 01:19:15
648,"RT @Axiom_G: Fallingstar Beast Jaw (Colossal) Weapon Location

https://t.co/cSDuvNWA5g

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5…",0,0,2022-03-09 01:18:00
649,"RT @Axiom_G: Fallingstar Beast Jaw (Colossal) Weapon Location

https://t.co/cSDuvNWA5g

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5…",0,0,2022-03-09 01:15:12
650,"RT @Axiom_G: Fire Prelate Armor &amp; Prelate's Inferno Crozier (Smough)

https://t.co/d4BzSJcQCp

#EldenRing #エルデンリング #Elden #Ring #PlayStatio…",0,0,2022-03-09 01:15:09
651,"Fire Prelate Armor &amp; Prelate's Inferno Crozier (Smough)

https://t.co/d4BzSJcQCp

#EldenRing #エルデンリング #Elden #Ring… https://t.co/ES9ngs6u7H",1,2,2022-03-09 01:15:00
652,"RT @Axiom_G: Fallingstar Beast Jaw (Colossal) Weapon Location

https://t.co/cSDuvNWA5g

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5…",0,0,2022-03-09 00:55:54
653,JUMP SCARE - PART 2 #elden #ELDENRING #ELDEN_RING #EldenRingFanart #Eldenlord #EldenRingRP https://t.co/Oi2rM7YhkP,1,0,2022-03-09 00:55:42
654,"RT @Axiom_G: Fallingstar Beast Jaw (Colossal) Weapon Location

https://t.co/cSDuvNWA5g

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5…",0,0,2022-03-09 00:55:40
655,#ELDEN RING https://t.co/JLt76DhzoX,0,0,2022-03-09 00:53:51
656,"Fallingstar Beast Jaw (Colossal) Weapon Location

https://t.co/cSDuvNWA5g

#EldenRing #エルデンリング #Elden #Ring… https://t.co/rm9kgEHRBp",2,4,2022-03-09 00:53:49
657,"Golden Vow Spell Location

https://t.co/LyMXtQgEsX

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/NYCYc7RhMm",1,0,2022-03-09 00:19:54
658,"RT @Axiom_G: Death Ritual Spear Weapon Location

https://t.co/QxPBekx02I

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation…",0,0,2022-03-09 00:19:22
659,"RT @Axiom_G: Sacred Butchering Knife (Greataxe) Weapon Location

https://t.co/RVWmGfV3P9

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #P…",0,0,2022-03-09 00:19:20
660,"Sacred Butchering Knife (Greataxe) Weapon Location

https://t.co/RVWmGfV3P9

#EldenRing #エルデンリング #Elden #Ring… https://t.co/rU4gsJdwIo",1,1,2022-03-09 00:18:59
661,"Death Ritual Spear Weapon Location

https://t.co/QxPBekx02I

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/CDjTpLirIb",1,1,2022-03-09 00:05:22
662,"Turns out you can pause Elden Ring without a mod #Elden #pc #playing #Youve
https://t.co/2Is5oA30sr https://t.co/1GeryO8LKS",0,0,2022-03-09 00:01:54
663,"There's an easy way to pause Elden Ring without mods #easy #Elden #Mods #pause #Ring #Gaming 
https://t.co/L1668AY8Ao",0,0,2022-03-08 23:38:18
664,"RT @Axiom_G: Helphen's Steeple Weapon Location

https://t.co/M67ZW4zDO2

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #…",0,0,2022-03-08 23:37:54
665,"RT @Axiom_G: Helphen's Steeple Weapon Location

https://t.co/M67ZW4zDO2

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #…",0,0,2022-03-08 23:36:04
666,"Helphen's Steeple Weapon Location

https://t.co/M67ZW4zDO2

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/0wXc54oCSv",2,2,2022-03-08 23:35:55
667,Check out EldenRing pvp https://t.co/57kxAHNEwR pvp #eldenring #gaming #elden #ring #pvp,0,0,2022-03-08 23:33:24
668,"RT @Vyledust: Going live with Elden Ring right now and I will need all of the help that I can get!

Wrapping up the second area! Tackling s…",0,0,2022-03-08 23:28:21
669,HI GUYSS! ya boy is liveee :) come by and say hey! much love and I hope everyone is having a good day &lt;3… https://t.co/jABA4pBGUz,4,0,2022-03-08 23:12:11
670,"Going live with Elden Ring right now and I will need all of the help that I can get!

Wrapping up the second area!… https://t.co/KvCSIexYP1",1,1,2022-03-08 23:00:40
671,"Reason #794 for loving Elden Ring.

🎮 More gaming content https://t.co/yBsOtW6ZcT

🎮 Join me live on Twitch… https://t.co/LYdqflQ1aC",0,0,2022-03-08 23:00:39
672,RT @StormHub_: NO WAY RIGHT?!?! I still got it that’s all that matters #Gaming #BattleRoyale #FaZeUp #100T #CallofDuty #Apex #EFT #Tarkov #…,0,0,2022-03-08 22:55:09
673,NO WAY RIGHT?!?! I still got it that’s all that matters #Gaming #BattleRoyale #FaZeUp #100T #CallofDuty #Apex #EFT… https://t.co/jMJBzGq0wl,1,1,2022-03-08 22:51:39
674,"There's an easy way to pause Elden Ring without mods #easy #Elden #Mods #pause #Ring #Gaming 
https://t.co/LjkRxq19Cv",0,0,2022-03-08 22:40:13
675,subscribe #livestream from my #PlayStation4 #PS4live #ELDEN RING™ #gamer #rtstreamer #smallstreamer #twitch  live at https://t.co/7iblXlKoCR,1,3,2022-03-08 22:13:57
676,RT @yomi_adeniyi: #TWITCH Elden #livestream from my #PlayStation4 #PS4live #ELDEN RING™ @SmallStreamerR #gamer #rtstreamer  live at https:/…,0,0,2022-03-08 22:06:32
677,#TWITCH Elden #livestream from my #PlayStation4 #PS4live #ELDEN RING™ @SmallStreamerR #gamer #rtstreamer  live at https://t.co/7iblXlKoCR,1,1,2022-03-08 22:06:30
678,"Elden Ring trollin right?😭
#gaming #gamer #gamergirls #gamergirl #ElderRing #ELDENRING #Eldenlord #ELDEN_RING… https://t.co/i8X4dxXHTB",0,0,2022-03-08 22:02:51
679,Stream #42 : Pushing for endgame hello #eldenring #elden #ring #elden_ringendgame #trending #viral https://t.co/A2xwGnQQxH,0,0,2022-03-08 22:01:25
680,RT @ConGames007: You know it's a great game when you can't wait to jump back in again ⚔️ ❤️ #ELDENRING #elden #gaming #FromSoftware #fromso…,0,0,2022-03-08 21:57:42
681,Check out my #livestream on #twitch #PlayStation4 #PS4live #ELDEN RING™ #smallstreamer #SmallStreamerR live at https://t.co/7iblXlKoCR,1,3,2022-03-08 21:54:32
682,You Can Actually Pause Elden Ring Without Mods https://t.co/NmuY2ynOEf #elden #pause #eldenring #videogamesdevelopedinjapan,0,0,2022-03-08 21:52:03
683,"There's an easy way to pause Elden Ring without mods #easy #Elden #Mods #pause #Ring #Gaming 
https://t.co/Lj7pWJPdt2",1,0,2022-03-08 21:35:08
684,RT @ConGames007: You know it's a great game when you can't wait to jump back in again ⚔️ ❤️ #ELDENRING #elden #gaming #FromSoftware #fromso…,0,0,2022-03-08 21:22:05
685,RT @ConGames007: You know it's a great game when you can't wait to jump back in again ⚔️ ❤️ #ELDENRING #elden #gaming #FromSoftware #fromso…,0,0,2022-03-08 21:22:04
686,RT @ConGames007: You know it's a great game when you can't wait to jump back in again ⚔️ ❤️ #ELDENRING #elden #gaming #FromSoftware #fromso…,0,0,2022-03-08 21:22:03
687,RT @ConGames007: You know it's a great game when you can't wait to jump back in again ⚔️ ❤️ #ELDENRING #elden #gaming #FromSoftware #fromso…,0,0,2022-03-08 21:21:33
688,Tree Sentinel Boss Fight Elden Ring #ELDEN RING™ https://t.co/VcwhiOzPjY via @YouTube #ELDENRING #Eldenlord #YouTuber,1,0,2022-03-08 21:20:45
689,You know it's a great game when you can't wait to jump back in again ⚔️ ❤️ #ELDENRING #elden #gaming #FromSoftware… https://t.co/lvEe8QoYH2,2,6,2022-03-08 21:20:01
690,It's showtime! Playing #Elden Ring https://t.co/fiILYTfhnh https://t.co/qAERgOUnS1,0,0,2022-03-08 20:59:34
691,"ELDEN RING PLAYTHROUGH - CATCHING BODIES ON ELDEN RING https://t.co/p4c67Sue6B
#eldenring
#elden
#ring
#birchbeek… https://t.co/poQMvRWCxR",0,0,2022-03-08 20:50:43
692,"#Elden Ring

🔗 https://t.co/6zuknbi8eJ https://t.co/xAPMmCNfTk",1,0,2022-03-08 20:27:58
693,A great example of the Elden Ring experience! #ELDENRING #twitchclips #Elden #eldenringgameplay #viral https://t.co/NV1q3IAXBP,10,0,2022-03-08 20:25:04
694,"RT @BurlyMenGaming: I gopt this new hover from last night stream. https://t.co/w4WKDScR2p
#hover #ELDENRING #ELDEN #twitchclips #TwitchStre…",0,0,2022-03-08 20:15:56
695,"RT @PandaKnightTV: Hi, clubs going up today. #elden Ring #fromsoftware #videogames #tuesday #darksouls #twitch #stream https://t.co/ninuAz0…",0,0,2022-03-08 20:14:40
696,"[Level 125+] Clearing out the whole game and trying to end it today HERO POWER
https://t.co/Ng5FAaJs4v #EldenRing… https://t.co/mOJPTCEmFU",1,0,2022-03-08 20:07:32
697,"Going live with some more #ENDENRING so come check it out and lets have a laugh !

(ENG/18+)  The adventure of Bruc… https://t.co/9ZVWk6CGq0",3,0,2022-03-08 20:03:38
698,"Best Strength Endgame build and stats ! 
https://t.co/N0UnDlgfor #EldenRing #ELDENRING_SONYSTORE #elden #gaming… https://t.co/deYjmKVNgT",1,0,2022-03-08 19:29:07
699,"RT @PGaming196: LIVE 

The Elden Ring Experience…DEATH!! 

https://t.co/pqfuP72SAL

#twitch #twitchgamer #twitchstreamer #twitchaffiliate #…",0,0,2022-03-08 19:26:55
700,"LIVE 

The Elden Ring Experience…DEATH!! 

https://t.co/pqfuP72SAL

#twitch #twitchgamer #twitchstreamer… https://t.co/4SuWjpD5UT",5,1,2022-03-08 19:25:54
701,"Hi, clubs going up today. #elden Ring #fromsoftware #videogames #tuesday #darksouls #twitch #stream https://t.co/ninuAz06Rh",2,1,2022-03-08 18:41:34
702,"🔴LIVE🔴

I'm now streaming on Twitch! Playing #Elden Ring https://t.co/7JirLfkCbp",0,0,2022-03-08 18:41:27
703,https://t.co/F9kjMgPLEf live grinding runes come chat I can try to help with bosses if ya need #ELDEN_RING… https://t.co/1Q9CVdxCQZ,1,0,2022-03-08 17:31:52
704,"RT @Axiom_G: Easy Rune Farm Location

https://t.co/pZX4t8eHuL

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #Steam #Xbo…",0,0,2022-03-08 16:37:47
705,"RT @Axiom_G: Easy Rune Farm Location

https://t.co/pZX4t8eHuL

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #Steam #Xbo…",0,0,2022-03-08 16:36:35
706,"Easy Rune Farm Location

https://t.co/pZX4t8eHuL

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation… https://t.co/UgEXroXEwC",2,2,2022-03-08 16:35:52
707,"RT @Axiom_G: Ash of War: Sky Shot Location

https://t.co/0D7rpg3QeR

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #Stea…",0,0,2022-03-08 16:33:26
708,"RT @Axiom_G: Carian Piercer Spell Location

https://t.co/GQ09GBxRhA

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #Stea…",0,0,2022-03-08 16:33:15
709,"RT @Axiom_G: Ash of War: Blood Tax Location

https://t.co/6znnSLBptt

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #Ste…",0,0,2022-03-08 16:33:13
710,"Ash of War: Blood Tax Location

https://t.co/6znnSLBptt

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/W1qhnci6ke",1,1,2022-03-08 16:18:54
711,RT @Akidrds: Melina 0.0 I love her #melina #eldenring #Elden #Ring https://t.co/dTyjCqDU3F https://t.co/hIgF2Dr6dv,0,0,2022-03-08 16:12:59
712,"#Twitchで配信を開始しました！！
I'm now streaming on Twitch! Playing #Elden Ring https://t.co/ZD8qF4Q8T0 March 9, 2022 at 12:14AM",1,0,2022-03-08 16:11:27
713,"RT @Axiom_G: Carian Piercer Spell Location

https://t.co/GQ09GBxRhA

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #Stea…",0,0,2022-03-08 15:55:22
714,"Carian Piercer Spell Location

https://t.co/GQ09GBxRhA

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/3NW7zDOhVP",1,2,2022-03-08 15:51:26
715,"E just went Live , Use this link to tap in #MerchSeason #Elden Ring https://t.co/bjlCeXr7T8",0,0,2022-03-08 15:51:09
716,"Meteorite of Astel Spell Location

https://t.co/OCkJfea5zn

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/xPBmhK2AIE",1,0,2022-03-08 15:33:13
717,"Astel, Stars of Darkness Boss Fight in Elden Ring!

https://t.co/uqjCXbyfpX

#EldenRing #エルデンリング #Elden #Ring… https://t.co/K1Jf8OgG6b",1,0,2022-03-08 15:28:17
718,"Great-Jar's Arsenal Talisman Location

https://t.co/DlPjObmF3u

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/8ohQmm5ebU",1,0,2022-03-08 14:48:09
719,"RT @Axiom_G: Ash of War: Sky Shot Location

https://t.co/0D7rpg3QeR

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5 #PlayStation #Stea…",0,0,2022-03-08 14:37:21
720,"Ash of War: Sky Shot Location

https://t.co/0D7rpg3QeR

#EldenRing #エルデンリング #Elden #Ring #PlayStation5 #PS5… https://t.co/EkYn5eYu9M",1,2,2022-03-08 14:35:10
721,You’re only allowed to like this if you get the reference #ELDENRING #english #ELDEN_RING #eldenring #ELDEN https://t.co/Q6aRxjB1BK,2,0,2022-03-08 14:28:27
722,"@ShankedTheSoda Elden Ring will be good when Elden 🍔 comes out.

#Elden🍔",2,0,2022-03-08 14:24:53
723,Melina 0.0 I love her #melina #eldenring #Elden #Ring https://t.co/dTyjCqDU3F https://t.co/hIgF2Dr6dv,1,2,2022-03-08 12:21:32
724,"Cannot stop thinking about Elden Ring 🙄
#ELDEN_RING #Eldenlord #ElderRing #addiction #OpenWorld #Elden",0,0,2022-03-08 12:01:47
725,"Rocket League Player Elden Ring Short Stream  | !socials | !newyoutube https://t.co/ri8I0SYdBb
#Twitch #Streamer… https://t.co/1utz0tdgUp",1,0,2022-03-08 04:24:56
726,"WHICH ONE IS BETTER?

#gaming #ELDEN_RING #eldenring #HorizonForbiddenWest #poll #HorizonForbbidenWest #Eldenlord… https://t.co/fOIFHVbCEq",0,0,2022-03-08 03:50:50
727,Lord of Blood Will Be Felled  https://t.co/jkxKW9PTdC #elden ring,0,0,2022-03-08 03:25:49
728,GOING TO START ON ELDEN RING LETSPLAY VERY SOON!!! #yputube #video #ELDENRING #elden #ring #zink #youtuber… https://t.co/yGHSpS2oU1,1,0,2022-03-08 03:25:23
729,Meanwhile on elden ring fighting the first main boss #Elden Ring #twitch https://t.co/4VZpArvDKE,3,1,2022-03-08 02:20:13
730,"Surprise, this is Dark Souls. 
#ELDEN_RING #Eldenlord #Elden #ring #darksouls  #knight https://t.co/KQLxkGQsT2",2,0,2022-03-08 02:01:28
